         521498010 function calls (521495097 primitive calls) in 566.919 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2509    0.001    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:265(mgr_locs)
     1281    0.001    0.000    0.003    0.000 C:\Users\kiran\anaconda3\lib\abc.py:96(__instancecheck__)
      258    0.001    0.000    0.004    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\common.py:198(asarray_tuplesafe)
      180    0.001    0.000    0.003    0.000 C:\Users\kiran\anaconda3\lib\site-packages\numpy\core\_ufunc_config.py:32(seterr)
     1800    0.001    0.000    0.001    0.000 {pandas._libs.lib.is_scalar}
     1172    0.001    0.000    0.004    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\base.py:600(__len__)
       87    0.001    0.000    0.037    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\managers.py:776(get_slice)
      380    0.001    0.000    0.013    0.000 {built-in method builtins.any}
      321    0.001    0.000    0.001    0.000 {method 'reshape' of 'numpy.ndarray' objects}
      499    0.001    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1187(needs_i8_conversion)
      425    0.001    0.000    0.002    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:2738(extend_blocks)
  999/993    0.001    0.000    0.004    0.000 C:\Users\kiran\anaconda3\lib\site-packages\numpy\core\_asarray.py:14(asarray)
      294    0.001    0.000    0.003    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\datetimelike.py:107(_simple_new)
      986    0.001    0.000    0.002    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\inference.py:322(is_hashable)
      306    0.001    0.000    0.005    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\managers.py:206(shape)
      122    0.001    0.000    0.003    0.000 C:\Users\kiran\anaconda3\lib\site-packages\numpy\core\_asarray.py:221(require)
     3246    0.001    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\arrays\datetimes.py:487(dtype)
       87    0.001    0.000    0.053    0.001 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\format.py:1687(get_format_datetime64_from_values)
      288    0.001    0.000    0.003    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\arrays\datetimelike.py:209(_from_backing_data)
      366    0.001    0.000    0.003    0.000 C:\Users\kiran\anaconda3\lib\site-packages\numpy\core\numerictypes.py:360(issubdtype)
       56    0.001    0.000    0.067    0.001 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\concat.py:231(get_reindexed_values)
      732    0.001    0.000    0.002    0.000 C:\Users\kiran\anaconda3\lib\site-packages\numpy\core\numerictypes.py:286(issubclass_)
       59    0.001    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\zipfile.py:1048(close)
      619    0.001    0.000    0.006    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\construction.py:354(extract_array)
       90    0.001    0.000    0.009    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\base.py:4393(equals)
      180    0.001    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\numpy\core\_ufunc_config.py:132(geterr)
      712    0.001    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:161(_check_ndim)
       24    0.001    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:824(_get_options_with_defaults)
      111    0.001    0.000    0.054    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\base.py:6023(_maybe_cast_data_without_dtype)
      180    0.001    0.000    0.002    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\csvs.py:170(data_index)
     1124    0.001    0.000    0.010    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:610(<genexpr>)
      157    0.001    0.000    0.250    0.002 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\cast.py:1273(maybe_infer_to_datetimelike)
       90    0.001    0.000    0.002    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\cast.py:1617(construct_1d_object_array_from_listlike)
  645/632    0.001    0.000    0.499    0.001 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\missing.py:50(isna)
      414    0.001    0.000    0.005    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\worksheet\header_footer.py:93(__init__)
      231    0.001    0.000    0.001    0.000 {method 'view' of 'numpy.ndarray' objects}
      225    0.001    0.000    0.002    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\base.py:4279(__getitem__)
      180    0.001    0.000    0.002    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\csvs.py:159(_number_format)
       70    0.001    0.000    0.013    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\missing.py:619(isna_all)
      469    0.001    0.000    0.292    0.001 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:2505(_maybe_coerce_values)
      200    0.001    0.000    0.003    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\series.py:538(name)
      159    0.001    0.000    0.002    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\base.py:425(_simple_new)
      138    0.001    0.000    0.627    0.005 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\frame.py:502(__init__)
     1219    0.001    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:190(classes_and_not_datetimelike)
       59    0.001    0.000    0.005    0.000 C:\Users\kiran\anaconda3\lib\zipfile.py:1477(open)
      851    0.001    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\numpy\core\_dtype.py:24(_kind_name)
       24    0.001    0.000    0.429    0.018 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\construction.py:333(_homogenize)
      290    0.001    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\flags.py:47(__init__)
      156    0.001    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\generic.py:470(_get_axis)
      387    0.001    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:319(_slice)
       21    0.001    0.000    0.005    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:2237(__init__)
      228    0.001    0.000    0.003    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\managers.py:132(<listcomp>)
       87    0.001    0.000    0.045    0.001 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexing.py:1505(_get_slice_axis)
       21    0.001    0.000    1.272    0.061 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:3139(_rows_to_cols)
       47    0.001    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\xml\etree\ElementTree.py:1498(__init__)
      287    0.001    0.000    0.007    0.000 {method 'any' of 'numpy.ndarray' objects}
        2    0.001    0.000    1.182    0.591 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\reader\excel.py:139(read_strings)
      360    0.001    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\codecs.py:331(getstate)
      552    0.001    0.000    0.014    0.000 C:\Users\kiran\anaconda3\lib\site-packages\numpy\core\_methods.py:53(_any)
1699/1495    0.001    0.000    0.002    0.000 {built-in method builtins.hash}
      300    0.001    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\arrays\datetimelike.py:1787(maybe_infer_freq)
      281    0.001    0.000    0.012    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:605(is_excluded_dtype)
       90    0.001    0.000    0.048    0.001 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexing.py:882(__getitem__)
      437    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
      554    0.001    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:912(is_datetime64_any_dtype)
       24    0.001    0.000    0.624    0.026 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\construction.py:241(init_dict)
       56    0.001    0.000    0.004    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\concat.py:451(_select_upcast_cls_from_dtype)
      704    0.001    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:351(iget)
      498    0.001    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:355(is_datetime64_dtype)
      124    0.001    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\zipfile.py:343(__init__)
       21    0.001    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:2591(_infer_columns)
       13    0.001    0.000    0.087    0.007 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\common.py:491(get_handle)
      222    0.001    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:813(is_unsigned_integer_dtype)
      997    0.001    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\managers.py:210(ndim)
      143    0.001    0.000    0.002    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\series.py:439(_set_axis)
       77    0.001    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\distutils\version.py:307(parse)
       56    0.001    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\concat.py:190(needs_filling)
        6    0.001    0.000    0.174    0.029 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\reshape\concat.py:469(get_result)
      306    0.001    0.000    0.002    0.000 {built-in method pandas._libs.tslibs.offsets.to_offset}
      736    0.001    0.000    0.002    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\styles\alignment.py:68(__iter__)
      434    0.001    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\descriptors\base.py:245(__set__)
      242    0.001    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\series.py:488(name)
       22    0.001    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\concat.py:24(_get_dtype_kinds)
       45    0.001    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:1509(_maybe_dedup_names)
       48    0.001    0.000    0.045    0.001 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1844(_multi_blockify)
       24    0.001    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:1272(__init__)
       32    0.001    0.000    0.373    0.012 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:372(apply)
       83    0.001    0.000    0.001    0.000 {method 'split' of 're.Pattern' objects}
       21    0.001    0.000    0.203    0.010 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:1368(take_nd)
      138    0.001    0.000    0.007    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\worksheet\header_footer.py:146(__init__)
  171/139    0.001    0.000    0.003    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\descriptors\serialisable.py:173(__eq__)
       90    0.001    0.000    0.006    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\missing.py:367(array_equivalent)
       93    0.001    0.000    0.011    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1577(from_array)
      249    0.001    0.000    0.001    0.000 {method 'fill' of 'numpy.ndarray' objects}
      915    0.001    0.000    0.004    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\managers.py:208(<genexpr>)
      183    0.001    0.000    0.001    0.000 {method 'decode' of 'bytes' objects}
       87    0.001    0.000    3.512    0.040 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\extension.py:82(method)
        3    0.001    0.000    0.002    0.001 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\resample.py:1551(_adjust_bin_edges)
       81    0.001    0.000    0.002    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:288(make_block_same_class)
      384    0.001    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:114(_simple_new)
      128    0.001    0.000    0.015    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\concat.py:491(<genexpr>)
       87    0.001    0.000    0.015    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\csvs.py:299(<listcomp>)
      218    0.001    0.000    0.002    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1743(validate_all_hashable)
      204    0.001    0.000    0.042    0.000 {method 'sum' of 'numpy.ndarray' objects}
      182    0.001    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\flags.py:83(allows_duplicate_labels)
       87    0.001    0.000    0.005    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\managers.py:782(<listcomp>)
      158    0.001    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\generic.py:5449(__getattr__)
       59    0.001    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\zipfile.py:808(__init__)
        6    0.001    0.000    0.001    0.000 {pandas._libs.lib.map_infer}
       24    0.001    0.000    0.106    0.004 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:780(__init__)
       24    0.001    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:876(_clean_options)
      222    0.001    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:757(is_signed_integer_dtype)
       72    0.001    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:1097(_is_potential_multi_index)
      112    0.001    0.000    0.015    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\concat.py:209(is_na)
        2    0.001    0.000    0.017    0.009 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\styles\stylesheet.py:188(apply_stylesheet)
       40    0.001    0.000    0.003    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\nanops.py:241(_get_values)
       19    0.001    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\concat.py:536(_combine_concat_plans)
       15    0.001    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\arrays\datetimes.py:484(_box_func)
      436    0.001    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1762(<genexpr>)
       90    0.001    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\arrays\_mixins.py:128(ravel)
      297    0.000    0.000    0.002    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\arrays\_mixins.py:107(__len__)
       87    0.000    0.000    3.291    0.038 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\managers.py:674(to_native_types)
      606    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\compat\strings.py:12(safe_string)
       12    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\numpy\core\numeric.py:2274(within_tol)
       21    0.000    0.000  543.896   25.900 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\excel\_base.py:1136(parse)
       18    0.000    0.000    0.004    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\cast.py:226(maybe_downcast_numeric)
      723    0.000    0.000    0.015    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\managers.py:157(blknos)
       23    0.000    0.000    0.003    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\worksheet\views.py:83(__init__)
      219    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\arrays\_mixins.py:110(ndim)
